"id","dz_user_id","dz_artist_id"
"1304","320373","115"
"1305","326931","115"
"1306","338797","115"
"1307","355624","115"
"1308","359046","115"
"1309","360330","115"
"1310","361866","115"
"1311","365185","115"
"1312","379249","115"
"1313","400049","115"
"1314","402486","115"
"1315","402574","115"
"1316","426416","115"
"1317","465692","115"
"1318","502854","115"
"1319","506814","115"
"1320","519641","115"
"1321","521252","115"
"1322","534652","115"
"1323","544909","115"
"1324","585675","115"
"1325","595444","115"
"1326","612726","115"
"1327","636407","115"
"1328","640122","115"
"1329","659864","115"
"1330","686002","115"
"1331","687733","115"
"1332","717715","115"
"1333","719223","115"
"1334","740303","115"
"1335","743414","115"
"1336","746757","115"
"1337","758553","115"
"1338","776481","115"
"1339","788563","115"
"1340","793125","115"
"1341","800944","115"
"1342","190519","116"
"1343","225913","116"
"1344","272786","116"
"1345","276681","116"
"1346","337245","116"
"1347","357915","116"
"1348","389678","116"
"1349","611230","116"
"1350","715134","116"
"1351","864748","116"
"1352","890128","116"
"1353","969135","116"
