"id","gid","name","gid_similar"
"280","1a60d6dd-9d3e-40fc-a66d-3184f9ee0d61","Eddie Vedder","1a60d6dd-9d3e-40fc-a66d-3184f9ee0d61"
"281","e9571c17-817f-4d34-ae3f-0c7a96f822c1","Temple of the Dog","e9571c17-817f-4d34-ae3f-0c7a96f822c1"
"282","a5585acd-9b65-49a7-a63b-3cc4ee18846e","Mother Love Bone","a5585acd-9b65-49a7-a63b-3cc4ee18846e"
"283","153c9281-268f-4cf3-8938-f5a4593e5df4","Soundgarden","153c9281-268f-4cf3-8938-f5a4593e5df4"
"284","4bd95eea-b9f6-4d70-a36c-cfea77431553","Alice in Chains","4bd95eea-b9f6-4d70-a36c-cfea77431553"
"285","6830e150-6233-4255-ab97-6e2e38759637","The Moldy Peaches","6830e150-6233-4255-ab97-6e2e38759637"
"286",\N,"Antsy Pants","a52b1147-41b2-4a77-b4d3-eb916140296b"
"287","6a46ba2a-507d-455e-8588-fb39b3d04685","Jeffrey Lewis","6a46ba2a-507d-455e-8588-fb39b3d04685"
"288",\N,"Mateo Messina","6cc14953-8882-4197-8c3d-3bb9dd929be6"
"289",\N,"Kimya Dawson & Antsy Pants","0"
"290","8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b","Thom Yorke","8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b"
"291","9e299bee-d7e2-49f3-8cd7-d6b28ab204d1","Atoms for Peace","9e299bee-d7e2-49f3-8cd7-d6b28ab204d1"
"292","e9fcfbbf-1743-4f73-8744-ada8da7394ea","Jonny Greenwood","e9fcfbbf-1743-4f73-8744-ada8da7394ea"
"293",\N,"Sigur R├â┬│s","f6f2326f-6b25-4170-b89d-e235b25508e8"
"294","ba853904-ae25-4ebb-89d6-c44cfbd71bd2","Blur","ba853904-ae25-4ebb-89d6-c44cfbd71bd2"
"295",\N,"Orelia Has Orchestra","0"
"296","a3075810-0a51-4a35-a068-db1ecb111c3a","Sounds Under Radio","a3075810-0a51-4a35-a068-db1ecb111c3a"
"297",\N,"Mike Sheridan & Mads Langer","0"
"298",\N,"Systems Officer","3afa621b-ab67-4f86-92c4-2887fe349337"
"299",\N,"Black Mustang","a81afae1-68b9-4f42-8e85-751d524ad772"
"300","6774d249-1c81-4af3-8e99-ecd5ecaf3b99","MUNK","9c104a31-db1e-47ff-a232-86a31cacb176"
"301",\N,"Sugar & Gold","0"
"302","cd81dba8-ee9c-4eeb-b3e5-8bc96bc7c065","New Build","cd81dba8-ee9c-4eeb-b3e5-8bc96bc7c065"
"303","a1f2450a-c076-4a0d-ac9c-764bfc4225f7","Prinzhorn Dance School","a1f2450a-c076-4a0d-ac9c-764bfc4225f7"
"304","d1905c22-27b7-4e14-8e04-caf9a31ec8b4","Escort","d1905c22-27b7-4e14-8e04-caf9a31ec8b4"
"305",\N,"Vancouver","bbd7e72f-bcc6-4af6-823e-9a83a93dac98"
"306",\N,"Versoma","ef81abdf-36ed-42a4-a31f-a9e357aabe24"
"307",\N,"Cattle Press","9ee66039-3de0-4c36-b79f-5121d132d98f"
"308",\N,"Snowblood","801b13a0-a74a-44a6-93b6-81c55c7d4f8e"
"309",\N,"MOUTHEATER","0"
"310",\N,"Julie Christmas","a8af8792-524f-43c2-a6e4-5f4006814858"
"311","de72c05d-de4a-4c6c-ab91-df01b23cfd2c","Battle of Mice","de72c05d-de4a-4c6c-ab91-df01b23cfd2c"
"312",\N,"Spylacopa","e6f55e74-81e6-4b9e-b1a4-2de1c9a75234"
"313","10522be6-0685-4b33-bfe0-28c5b656fe6d","Jucifer","10522be6-0685-4b33-bfe0-28c5b656fe6d"
"314",\N,"Giant Squid","deb706b7-d481-411d-b374-2da023eb114f"
"315",\N,"Helms Alee","86f45ba7-c21a-466d-aaf8-6bde7f13a71a"
"316","e9ff4359-f236-4d86-840b-3fe6ffcc4bfb","Black Elk","e9ff4359-f236-4d86-840b-3fe6ffcc4bfb"
"317",\N,"Cavity","e8837fa7-461a-4ffe-9e07-73f582763b59"
"318",\N,"Sweet Cobra","78a7965d-9167-4f10-ab0d-78244eafa249"
"319",\N,"Kowloon Walled City","88f521b9-f56a-4059-9474-ff1aafdc37b6"
"320",\N,"Cur de pirate","0"
"321",\N,"DB Station ID","0"
"322",\N,"Claude Franois","0"
"323",\N,"dith Piaf","0"
"324",\N,"jf","0"
"325",\N,"Book of Black Earth","1cd28adb-48d8-4f07-b7c9-e0123ed47cb8"
"326","db0ce7e9-45b0-4724-bb0e-ec2307908eba","Woe","db0ce7e9-45b0-4724-bb0e-ec2307908eba"
"327",\N,"Cobalt","4f6c7a73-372c-4610-b2c5-be7e372b30b0"
"328",\N,"Speedwolf","70e52117-701b-4319-b000-1ef6f02df99d"
"329",\N,"Svart Crown","78934a2f-b567-4732-aa63-40fdbe998d2a"
"330","92337972-f0c5-4ebd-be8c-f6b23d596ae1","autoKratz","92337972-f0c5-4ebd-be8c-f6b23d596ae1"
"331","d8640adc-c6c2-465c-9a43-0f11d37ab5fd","Grafton Primary","d8640adc-c6c2-465c-9a43-0f11d37ab5fd"
"332",\N,"Filthy Dukes","3af5a7f8-6036-428c-9525-dae10502cdda"
"333","f6dcd1e0-ad40-4687-8501-5b9a0d1d74e4","The Black Ghosts","f6dcd1e0-ad40-4687-8501-5b9a0d1d74e4"
"334","b04df404-eefa-4ae4-9f3e-ba220d9dce16","Pnau","b04df404-eefa-4ae4-9f3e-ba220d9dce16"
"335","ff58f5d7-e456-4629-850f-3e4d32847b77","The End of the World","ff58f5d7-e456-4629-850f-3e4d32847b77"
"336",\N,"Elevator Action","487a5de3-2f5f-4dfc-b9d7-2715244133a0"
"337",\N,"The Bad Rackets","cc4b1e22-17ae-4bab-a312-e07e784204c5"
"338",\N,"Magic Surprise","0"
"339",\N,"San Saba County","60477d4f-143a-427c-8c29-5c30c06665f2"
"340",\N,"Pela (CWL)","0"
"341",\N,"Das Llamas","0"
"342",\N,"The Earaches","fba34eff-8816-4b13-96b2-a885f492ed20"
"343",\N,"The Little Penguins","0"
"344",\N,"Calum Findlay","0"
"345","215f057c-fb64-4b27-abf2-1871e71912d9","Blind Pilot","215f057c-fb64-4b27-abf2-1871e71912d9"
"346","0d1e6322-c8ca-4c99-96db-96b063337465","Freelance Whales","0d1e6322-c8ca-4c99-96db-96b063337465"
"347","6ba50c3f-a167-4d2a-9dec-5127edba2584","Dry the River","6ba50c3f-a167-4d2a-9dec-5127edba2584"
"348","bf90b717-569f-40f3-b967-4bd7420cdebf","Lost in the Trees","bf90b717-569f-40f3-b967-4bd7420cdebf"
"349","7b3f60c5-5a3e-4045-8bf4-6de8161e2dd6","Bowerbirds","7b3f60c5-5a3e-4045-8bf4-6de8161e2dd6"
"350",\N,"Sam Hulick","2b37e5d2-6b66-4c97-b7c4-7f2bbc718b1f"
"351",\N,"Jack Wall and Sam Hulick","0"
"352",\N,"Cris Velasco and Sascha Dikiciyan","0"
"353",\N,"Jack Wall","a173a2b0-a6c0-403b-911a-1d01c82918a6"
"354",\N,"Clint Mansell and Sam Hulick","0"
"355","12b689a4-0d5e-4458-b44f-5c8ccaf12388","Joel Plaskett","12b689a4-0d5e-4458-b44f-5c8ccaf12388"
"356",\N,"The Dudes","0e27641b-d35e-4826-a842-1e123df9c599"
"357","f94fe853-c009-4b80-a574-a0ede69fa7d3","Rah Rah","f94fe853-c009-4b80-a574-a0ede69fa7d3"
"358","8628d49f-e6da-40e3-a8a4-d63a7d7eed96","Memphis","8628d49f-e6da-40e3-a8a4-d63a7d7eed96"
"359",\N,"Tangiers","a323a052-956e-4cff-b133-8c2b14f50fad"
"360",\N,"Kentucky AFC","7bc93ed0-b1fa-4a41-aa06-9ee89e3673f6"
"361",\N,"Genod Droog","ed9de4ef-5b89-420d-88c2-ed2e3a193753"
"362",\N,"Texas Radio Band","70d5dd9a-5cf3-43bf-ade2-8587ae82c7d8"
"363",\N,"Mr Huw","3531a5ea-4455-4a7d-a355-8fd85f7ac1be"
"364",\N,"Sibrydion","d2934f5e-83c5-416b-a000-95311c3b4e2c"
"365","ce8021ad-6957-4775-913e-be6562cf779b","The Hundred in the Hands","ce8021ad-6957-4775-913e-be6562cf779b"
"366","52f34f97-084d-4cb2-94c6-aa384041e022","Secret Machines","52f34f97-084d-4cb2-94c6-aa384041e022"
"367","7cff18e9-e7c3-48d4-ae12-41d498fab8e1","I Break Horses","7cff18e9-e7c3-48d4-ae12-41d498fab8e1"
"368","ff2039e0-a4b3-4c6e-ad23-949f8ec63ffc","Glasser","ff2039e0-a4b3-4c6e-ad23-949f8ec63ffc"
"369","73571028-9318-4090-ab36-c111974e195b","A Sunny Day In Glasgow","73571028-9318-4090-ab36-c111974e195b"
"370","1e80c4d4-5492-4417-bf99-21a08aba97df","DJ /rupture","1e80c4d4-5492-4417-bf99-21a08aba97df"
"371","869ecd86-35e7-409c-9813-28efb8638904","Turzi","869ecd86-35e7-409c-9813-28efb8638904"
"372","eddab03d-b673-4b70-863f-6a9cf45a779f","Herbert","eddab03d-b673-4b70-863f-6a9cf45a779f"
"373","f2fc3767-1688-4a84-be35-38b7928a1fcc","Life Without Buildings","f2fc3767-1688-4a84-be35-38b7928a1fcc"
"374","4d4f5d92-0589-42fa-bc0e-1bd73e17a2ce","Mouse on Mars","4d4f5d92-0589-42fa-bc0e-1bd73e17a2ce"
"375","f2fc3767-1688-4a84-be35-38b7928a1fcc","Life Without Buildings","f2fc3767-1688-4a84-be35-38b7928a1fcc"
"376","e01ee4a4-381a-49ef-bf45-245ff03066af","Liechtenstein","e01ee4a4-381a-49ef-bf45-245ff03066af"
"377","65cc77e1-45cf-4c2a-958c-c7cca472970c","Comet Gain","65cc77e1-45cf-4c2a-958c-c7cca472970c"
"378",\N,"The Aislers Set","ede96d89-515f-4b00-9635-2c5f5a1746fb"
"379","f77252fa-89da-4cad-91d2-3f19cb8cf4dc","Saturday Looks Good To Me","f77252fa-89da-4cad-91d2-3f19cb8cf4dc"
"380","5101d975-a63c-4431-b630-1b195e226fe7","Excepter","5101d975-a63c-4431-b630-1b195e226fe7"
"381","2ad18a65-2298-4902-aae9-fe81c111bb09","James Ferraro","2ad18a65-2298-4902-aae9-fe81c111bb09"
"382","9ab14660-76c8-42da-855c-9554e8ed8830","Wet Hair","9ab14660-76c8-42da-855c-9554e8ed8830"
"383","568d2845-9238-496a-a795-6b07737667ef","Blues Control","568d2845-9238-496a-a795-6b07737667ef"
"384","d44e859d-8a41-4d7d-95bd-9828a61abb3b","Pete Swanson","d44e859d-8a41-4d7d-95bd-9828a61abb3b"
"385","92a23a0c-6d0d-4e60-bfee-d0ead4092066","Desperate Bicycles","92a23a0c-6d0d-4e60-bfee-d0ead4092066"
"386",\N,"The Scrotum Poles","b33a7ace-fdb6-47aa-bd3f-4e1c3a76c802"
"387",\N,"Black Randy & the Metrosquad","456c97a2-1e0e-433a-ab72-9918f46efcdf"
"388",\N,"Urinals","60672b21-6ee9-4b37-9039-97ac5df5b4ce"
"389",\N,"Amos & Sara","3a7781d1-9b3b-4522-9711-e6051383c613"
"390",\N,"The Astral Lounge","0"
"391",\N,"Organ Blues","0"
"392",\N,"In Grenada","0"
"393",\N,"Kelly Overdrive","0"
"394",\N,"Grammar Debate!","0"
"395","ed7e12c4-0c08-477c-bd64-5eaa96b9f853","Jodeci","ed7e12c4-0c08-477c-bd64-5eaa96b9f853"
"396",\N,"Dru Hill","2d7d0a67-ae5d-4ac0-93aa-aa52ef3a976a"
"397",\N,"Guy","fa209319-6d7b-4a20-b445-62186ec41e0d"
"398",\N,"Keith Sweat","33ecb3d1-9ece-4462-b231-ce6e7a82dd50"
"399","9d1848f9-1c2c-43d2-8e20-7ac9d234dde8","Joe","9d1848f9-1c2c-43d2-8e20-7ac9d234dde8"
"400",\N,"Fabrizio De Andr├â┬®","204db5a8-78f1-4078-801f-ae8f456eeb60"
"401","5a78419b-a191-4423-adc9-95caebba6c1f","Rino Gaetano","5a78419b-a191-4423-adc9-95caebba6c1f"
"402","9459a09b-2ff6-4389-b656-bb54cfe31962","Daniele Silvestri","9459a09b-2ff6-4389-b656-bb54cfe31962"
"403",\N,"Francesco De Gregori","9128bb19-1bb7-4f20-9e42-7cd9979a6792"
"404",\N,"Bandabard├â┬▓","7bce126c-5f86-46f9-a390-6474c3811bca"
"405",\N,"Blue-eyed Son","7fecbfac-7678-4129-8924-19c47fe33514"
"406",\N,"Vaughan Penn","f5231326-c911-4058-836c-f607170c6fdf"
"407",\N,"Cowboy Racer","a9c92cd5-512e-4c8e-a882-9bfdab837ece"
"408",\N,"The Sunshine","0"
"409",\N,"High Safari","dadaa902-c226-46d6-b255-86f65657b768"
"410","16020554-65c7-464d-a7ce-b44ab93f161f","Kisses","16020554-65c7-464d-a7ce-b44ab93f161f"
"411",\N,"How To Loot Brazil","f4ec7d18-92e7-4a3a-bafe-ef9e08bb3f02"
"412","2399571e-ca6e-46b8-8d7e-310a45eb9e19","Wowser Bowser","2399571e-ca6e-46b8-8d7e-310a45eb9e19"
"413","a8c18a0b-0bb8-404e-a4ca-f244cffd53d8","Jordan Klassen","a8c18a0b-0bb8-404e-a4ca-f244cffd53d8"
"414",\N,"Coca Cola Commercial (2011)","0"
"415",\N,"Duo Gadjo","2b4deaef-8761-4afd-ad5b-7905fd5388a6"
"416",\N,"The Hot Club of San Francisco","ac9791b8-49c2-42dc-8033-4bfa90a99f84"
"417",\N,"Connie Evingson","47d52ecb-a072-4887-9419-246d40f64efd"
"418",\N,"Hauschka & Hildur Gu├â┬░nad├â┬│ttir","0"
"419","e0443586-8830-4b7a-91c1-d6876c16d669","Sylvain Chauveau","e0443586-8830-4b7a-91c1-d6876c16d669"
"420","62d34f46-7e70-4a5a-b51c-9c1fdc4fdca2","Swod","62d34f46-7e70-4a5a-b51c-9c1fdc4fdca2"
"421","224674a6-b81b-4744-9f5f-29d555a21821","Goldmund","6ea0f255-4920-44e4-89ff-586c27b219a0"
"422",\N,"Hilary Hahn & Hauschka","0"
"423","745e8743-bb38-4fd5-b7ad-ef2bfec4d7f0","Lady of the Sunshine","745e8743-bb38-4fd5-b7ad-ef2bfec4d7f0"
"424","1b72331b-3a97-4981-a81c-eeee9c275d28","Lilly Wood & The Prick","1b72331b-3a97-4981-a81c-eeee9c275d28"
"425","99698ee5-9b92-4bea-bdf5-418270d820f4","Piers Faccini","99698ee5-9b92-4bea-bdf5-418270d820f4"
"426",\N,"Matthew Perryman Jones","9a9f103a-acad-48e2-a2e5-0783bd650da9"
"427","c250041c-a4d5-49f9-8400-c9575721b2dc","Yodelice","c250041c-a4d5-49f9-8400-c9575721b2dc"
"428","ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6","A Fine Frenzy","ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6"
"429","e54be6b7-5c26-4b47-bb3f-c137429b9b55","Sara Bareilles","e54be6b7-5c26-4b47-bb3f-c137429b9b55"
"430","1fc494a1-9109-4081-a455-2d05bea9d2bf","Ingrid Michaelson","1fc494a1-9109-4081-a455-2d05bea9d2bf"
"431",\N,"Erin McCarley","97f067d5-ccfe-4d94-ba46-d0803862a9b2"
"432","d4d3c818-005f-43bd-b0f8-89e74dfe4dca","Priscilla Ahn","d4d3c818-005f-43bd-b0f8-89e74dfe4dca"
"433",\N,"Supreme Beings Of Leisure","1b483425-4f02-4599-a31c-9b5c132e0a7a"
"434","681bf706-8664-4658-ab1a-39e1d385fae2","Esthero","681bf706-8664-4658-ab1a-39e1d385fae2"
"435","ffab24b8-f82b-4a70-9737-e87fe797f6fd","Jem","ffab24b8-f82b-4a70-9737-e87fe797f6fd"
"436","537a61fa-83cc-44da-831c-07477cb108e4","Mocean Worker","537a61fa-83cc-44da-831c-07477cb108e4"
"437","0145f13d-4c4d-43b5-a7fb-cd69da8ca202","Natalie Walker","0145f13d-4c4d-43b5-a7fb-cd69da8ca202"
"438",\N,"Violet Vision","74bcce7b-8e17-4409-9929-a65d5171c3e8"
"439",\N,"├ù┬É├ùÔÇÿ├ùÔäó├ù┬¬├ù┬¿ ├ùÔÇÿ├ù┬á├ù┬É├ùÔäó","f0bdaa19-6f9f-42f3-b392-7782b24725b5"
"440",\N,"Salvore","1e2299b9-d701-465b-921b-011c85abb02a"
"441",\N,"Sued","9a5c8e25-c5de-4917-a013-8c4b180337fd"
"442",\N,"Se├â┬▒or Coelho","0"
"443",\N,"R├â┬ñtt├â┬Â ja Lehtisalo","a50a2be5-306b-4958-92f9-18dfaca06dc9"
"444","a88146b9-5a2e-4865-9d07-96d6b2819878","Pharaoh Overlord","a88146b9-5a2e-4865-9d07-96d6b2819878"
"445",\N,"Kuusumun Profeetta","ce131ba3-ff96-4584-b663-6cc75877af86"
"446",\N,"Ektroverde","5a775a55-331e-4012-9a8c-839b97cf055d"
"447",\N,"Steel Mammoth","b5985e99-9674-4d6f-aa7d-0837d592d65f"
"448",\N,"Fred Anderson","9a6b109d-5a96-4d9f-a421-425ab1519eb4"
"449",\N,"Chris Speed","6dc88fe0-ed51-41e8-95a0-5252ad326019"
"450",\N,"Ellery Eskelin","0bacf107-3b73-42b4-a720-2f64a772e034"
"451","b387f0cb-7ecb-4f3c-9ac1-7401053d3193","Joseph Jarman","b387f0cb-7ecb-4f3c-9ac1-7401053d3193"
"452",\N,"Sonny Simmons","83d5d2c1-674b-4b8b-b47f-0e7e2e42e850"
"453",\N,"Mal Waldron","3f658e7f-4f44-4493-942c-ede5033bc6f7"
"454",\N,"Steve Lacy","ca9766a0-1c30-43e6-a213-bac1334efc4a"
"455","578a7a1d-981e-4b7c-a6ee-f3f2c1b8f100","David Murray","bf823474-e438-4917-8976-23891b2b7523"
"456","adf3879a-e091-4f73-8792-861a7a3e3abe","Don Cherry","adf3879a-e091-4f73-8792-861a7a3e3abe"
"457","0d06bb57-c3b6-4188-9b73-826c41c3e29e","Cecil Taylor","0d06bb57-c3b6-4188-9b73-826c41c3e29e"
"458",\N,"Reuben Wilson","4528b43b-eb88-44e1-8f64-c8be9359467d"
"459","59479c29-54ce-429d-9ef8-b7005cd1b6be","Bobbi Humphrey","59479c29-54ce-429d-9ef8-b7005cd1b6be"
"460",\N,"Gene Harris","1dbdc230-fe9c-4d71-b72e-88ba98800167"
"461",\N,"Ronnie Foster","626faf7d-9da5-4c90-afa5-ccebdc6316b2"
"462","d2cdb3df-783b-472e-91ab-70630fc6a4ad","Gary Bartz","d2cdb3df-783b-472e-91ab-70630fc6a4ad"
"463",\N,"Steve Lacy","ca9766a0-1c30-43e6-a213-bac1334efc4a"
"464",\N,"Charles Gayle","4e6f5e10-a1d7-4d44-9a9d-19c741f14806"
"465","4e5f99db-d181-4317-9124-602b776f5306","Anthony Braxton","4e5f99db-d181-4317-9124-602b776f5306"
"466","ed7156ee-07da-484b-b5a5-be322afa1a34","Art Ensemble Of Chicago","ed7156ee-07da-484b-b5a5-be322afa1a34"
"467","bfbf245a-11e5-4b37-8d92-fc456f96890c","Sam Rivers","bfbf245a-11e5-4b37-8d92-fc456f96890c"
"468",\N,"Jon Kwest","0"
"469",\N,"Munchi","804ab621-6327-4411-be19-b74dba69bfd3"
"470","a804edbf-72c3-4ce9-9570-bdd37464bb2d","Sonora","a804edbf-72c3-4ce9-9570-bdd37464bb2d"
"471",\N,"Dave Nada","88ee3a3d-02c7-4108-b0dc-7201000829e4"
"472","2deeef64-9f1e-46db-8bf4-bf2fe9b5399c","Nadastrom","2deeef64-9f1e-46db-8bf4-bf2fe9b5399c"
"473",\N,"Hungry Hungry Models","0"
"474",\N,"Plus Move","0"
"475",\N,"Emperatron","0"
"476",\N,"Jack Beats & Mc Dynamite","0"
"477",\N,"Kazyo","6eab3c3d-feae-4dc2-a511-ec8eb8183098"
"478","4b6aeeb8-db17-4d67-a9cb-2d3f8b841971","Dmitry Fyodorov","90f893b9-5277-4ae7-918c-0cb8bd9cd4f8"
"479","b632d986-88dc-4743-bc61-b0e8058a0d77","Andreas Tilliander","b632d986-88dc-4743-bc61-b0e8058a0d77"
"480",\N,"Harald Bj├â┬Ârk","0"
"481",\N,"Duvchi","93b872c0-03dd-485a-9db7-3f156898eb6b"
"482",\N,"Johnny Awkward","0"
"483",\N,"Svenska K├â┬╝rkan","82994edf-7c10-4698-b019-ed3af3fc3222"
"484",\N,"Luis de Frutos","0"
"485",\N,"Hello Saferide vs Firefox AK","0"
"486",\N,"Tripoli","e75beee4-f061-4049-aa0a-2e9ccbf50d5e"
"487",\N,"Dario Nu├â┬▒ez feat. Lunalyss","0"
"488",\N,"E-White","c4a90fe5-7094-4dcf-bd2d-178bb07ee062"
"489",\N,"MNMSTA","fda608b3-6310-48a0-91b5-a3f3fe8f2b78"
"490",\N,"Dj AK","0"
"491",\N,"Pass Pass","d5cf76b9-865d-41e9-bb03-ef6b9751935a"
"492",\N,"Mausberg","74f5ffcb-0899-4859-a363-017a51be0345"
"493",\N,"Foesum","58cc02d4-4139-4ede-b6e7-6459330ef027"
"494",\N,"Vontel","e432aef6-f16e-46f5-b6a9-57136824d6d3"
"495","50603af5-8a2f-434a-88e5-c2f6c81a3292","The Dove Shack","50603af5-8a2f-434a-88e5-c2f6c81a3292"
"496",\N,"B.G. Knocc Out & Dresta","5b299b70-0e5e-4f85-8e34-34481be91e57"
"497",\N,"2nd II None","db759662-2053-4256-b803-4585f5bc2d40"
"498",\N,"Heiko Laux","75a282a9-c483-4d8e-86c6-1cb029068ca8"
"499",\N,"Pacou","2e2cd5a6-63d0-4c43-8625-cf18f975e3c6"
"500",\N,"Savas Pascalidis","f6766d8f-80ef-4b8b-8d3b-b7986c721b7a"
"501",\N,"Christian Morgenstern","5cc31739-12c4-48f6-9aa4-6b1bd37b3975"
"502",\N,"Johannes Heil","94f2af9d-9707-43de-abd3-dbdf34114529"
"503",\N,"Dustin Zahn","66d24424-fa6c-4657-adcd-615eaef3a74a"
"504","6d7238a1-f0bc-4408-93fc-8ec64c06f7af","Marcel Dettmann","6d7238a1-f0bc-4408-93fc-8ec64c06f7af"
"505",\N,"Pfirter","5a02f211-1186-4cf9-88b3-2fad01983969"
"506","c5af0c3f-e401-43ed-a096-b504606a05cb","Ben Klock","c5af0c3f-e401-43ed-a096-b504606a05cb"
"507",\N,"Marcel Fengler","48973472-aad2-4fd4-b421-3a9328d92886"
"508","eaf6a7ca-105d-4a94-ba02-8c3e4040319a","Rilo Kiley","eaf6a7ca-105d-4a94-ba02-8c3e4040319a"
"509","ff5060a5-8d1f-4516-9592-0252a065fb00","The Whispertown 2000","ff5060a5-8d1f-4516-9592-0252a065fb00"
"510","e9c97fdb-9fa0-4955-9a6c-1c43e1ac3f64","Mates of State","e9c97fdb-9fa0-4955-9a6c-1c43e1ac3f64"
"511",\N,"Jenny Lewis with The Watson Twins","0"
"512","9ad6d1e3-427f-4921-b603-7e9eda94a061","Jenny Lewis","9ad6d1e3-427f-4921-b603-7e9eda94a061"
"513",\N,"Carl Sagan","af246f87-4fdf-4b26-ba37-bd212f76c76a"
"514",\N,"Richard Feynman","5338b697-7647-4bd8-a288-c0fef9bba9f4"
"515",\N,"SpaceRip","0"
"516",\N,"Tdarnel","0"
"517",\N,"Neil deGrasse Tyson","0"
"518",\N,"Pol Rax","390a7ae4-ed47-41bd-b268-94b9824301a6"
"519","78df9860-aedd-4123-95e8-d8d95c5496fd","The Paradise","78df9860-aedd-4123-95e8-d8d95c5496fd"
"520",\N,"Roberto Rodriguez","dd757480-1a98-47f9-94f5-2cab78a4f051"
"521",\N,"Reverso 68","58b1cec8-eb9d-48b7-b35d-eb68eb25edf8"
"522",\N,"Iron Curtis","d57b6cff-6166-4df4-949c-9f6f6696fb62"
"523","cd8955fb-21ac-459e-9e50-cbf844d927bf","The Vandelles","cd8955fb-21ac-459e-9e50-cbf844d927bf"
"524","9860edbd-a343-44da-91f4-e60026d4022b","Gliss","9860edbd-a343-44da-91f4-e60026d4022b"
"525","ca405011-906d-4090-992f-f230739278b1","Dum Dum Girls","ca405011-906d-4090-992f-f230739278b1"
"526","99fe4613-84ec-4f48-bb4f-f036880ed2ac","A Place to Bury Strangers","99fe4613-84ec-4f48-bb4f-f036880ed2ac"
"527","1a1f3eb7-da24-4e05-833b-5df015bb8e7f","Crocodiles","e67ef22f-1ac7-4781-90a5-4a9272750cb2"
"528",\N,"Zoo Brazil feat. Rasmus Kellerman","0"
"529",\N,"Pig & Dan","bd8a9519-217c-4317-9b98-266b1076c3d3"
"530",\N,"Banyan Tree","6a7b61de-538c-4d2c-b25b-903002bfedcf"
"531","8e4ed082-188b-4f23-8b77-d65591c407f8","Spektre","8e4ed082-188b-4f23-8b77-d65591c407f8"
"532",\N,"Clouded Leopard","58206140-eb3a-43f7-9ac9-503c363bc532"
"533","d0efe8c7-dd2b-4556-950a-5e8f4ca9dd55","White Ring","d0efe8c7-dd2b-4556-950a-5e8f4ca9dd55"
"534",\N,"Young Cream","0"
"535","0ea2531a-bc6a-427d-af29-007e8b5ef1ea","Ritualz","0ea2531a-bc6a-427d-af29-007e8b5ef1ea"
"536",\N,"Crim3s","0"
"537","68648da3-771d-4670-855d-6feb6a3edf93","oOoOO","68648da3-771d-4670-855d-6feb6a3edf93"
"538",\N,"Michael Trent","5cfb258f-93ca-470a-b380-496f9758c67d"
"539","7d72291c-8368-4f8e-b2de-c5f48c501909","Eight Legs","7d72291c-8368-4f8e-b2de-c5f48c501909"
"540",\N,"Sugarplum Fairy","a62318eb-0419-4ee4-8194-a00d29afa9b2"
"541","16d69e6c-e31e-4362-a5a8-b8bab2587b05","The Tunics","16d69e6c-e31e-4362-a5a8-b8bab2587b05"
"542",\N,"Kilians","d0ef2617-88ed-4d2d-8e72-7e45c083c78e"
"543",\N,"koschka","af954c77-777c-41b4-bbf2-8ce84b52dc61"
"544",\N,"Tarpans","600d81cb-f27a-43cc-946b-6914c09d7370"
"545",\N,"Nausica","767f5458-a41f-4637-92fc-04dd96072830"
"546",\N,"The Entry","a5d039f0-6be8-4a88-823f-c3588b100577"
"547",\N,"PABLO LEAFAR","9cedefb8-9616-47bb-baa9-e87fdcfb6be5"
"548",\N,"Electric Flower","0"
"549","ecda2a4c-90c5-497b-8c0a-67735d037ba9","Diamond Rugs","ecda2a4c-90c5-497b-8c0a-67735d037ba9"
"550","1462641c-75ee-4c53-a92b-d35f569c8f98","Turf War","1462641c-75ee-4c53-a92b-d35f569c8f98"
"551","2246a5d3-a9c2-4f5d-a20b-972301773d8c","Foreign Born","2246a5d3-a9c2-4f5d-a20b-972301773d8c"
"552","4e442c83-b547-4d6e-9270-cdd35e3c3195","King Tuff","4e442c83-b547-4d6e-9270-cdd35e3c3195"
"553","fa3dc077-336d-47e2-b8e5-57043586de02","Old Canes","fa3dc077-336d-47e2-b8e5-57043586de02"
"554","c1857ec7-94b1-43dc-8cc2-0c9d265cd8c1","Elvis Perkins in Dearland","c1857ec7-94b1-43dc-8cc2-0c9d265cd8c1"
"555",\N,"Locas In Love","9b82aaa2-a5e2-4177-ba84-65a47093b097"
"556",\N,"Rain Machine","bd5eb2ed-63e9-45d1-a3ac-1ced2bf5fbf9"
"557","a1abfe3f-8c92-4003-b2b0-e5ed817f1e99","David Vandervelde","a1abfe3f-8c92-4003-b2b0-e5ed817f1e99"
"558","b0db1836-68e8-4fa4-93f7-f19ea5fce809","The Broken West","b0db1836-68e8-4fa4-93f7-f19ea5fce809"
"559","9b4e77ff-8b84-4f05-91c0-b0cc06b5ac77","Backyard Tire Fire","9b4e77ff-8b84-4f05-91c0-b0cc06b5ac77"
"560","692bcdfa-c1ce-4556-8506-2bf8d259eccd","Bobby Bare Jr.","0"
"561","98287e48-59e5-47dd-82fa-2149bae5f9bc","Swearing At Motorists","98287e48-59e5-47dd-82fa-2149bae5f9bc"
"562",\N,"Timothy Seth Avett as Darling","0"
